time_aligned_sec,L_Gyro_Z_aligned,R_Gyro_Z_aligned
95.665,293.255,-46.921
95.67,287.39,-46.921
95.675,281.525,-46.921
95.68,275.66,-46.921
95.685,269.795,-46.921
95.69,258.064,-46.921
95.69500000000001,252.199,-46.921
95.7,240.469,-46.921
95.705,234.604,-46.921
95.71000000000001,222.874,-46.921
95.715,211.144,-46.921
95.72,199.413,-46.921
95.72500000000001,187.683,-46.921
95.73,175.953,-46.921
95.735,158.358,-46.921
95.74000000000001,146.628,-52.786
95.745,129.032,-52.786
95.75,111.437,-52.786
95.755,93.842,-52.786
95.76,76.246,-52.786
95.765,58.651,-52.786
95.77,35.191,-52.786
95.775,17.595,-58.651
95.78,-11.73,-58.651
95.785,-41.056,-58.651
95.79,-64.516,-58.651
95.795,-87.977,-58.651
95.8,-117.302,-58.651
95.805,-123.167,-58.651
95.81,-105.572,-58.651
95.815,-76.246,-58.651
95.82000000000001,-70.381,-58.651
95.825,-87.977,-64.516
95.83,-111.437,-64.516
95.83500000000001,-123.167,-64.516
95.84,-140.762,-64.516
95.845,-158.358,-64.516
95.85000000000001,-158.358,-64.516
95.855,-134.897,-70.381
95.86,-134.897,-70.381
95.86500000000001,-146.628,-70.381
95.87,-146.628,-70.381
95.875,-146.628,-76.246
95.88,-146.628,-76.246
95.885,-134.897,-82.111
95.89,-123.167,-82.111
95.895,-123.167,-87.977
95.9,-117.302,-93.842
95.905,-111.437,-93.842
95.91,-99.707,-99.707
95.915,-93.842,-105.572
95.92,-87.977,-111.437
95.925,-87.977,-123.167
95.93,-82.111,-129.032
95.935,-76.246,-134.897
95.94,-70.381,-134.897
95.94500000000001,-70.381,-140.762
95.95,-70.381,-146.628
95.955,-70.381,-152.493
95.96000000000001,-70.381,-158.358
95.965,-70.381,-158.358
95.97,-70.381,-164.223
95.97500000000001,-70.381,-164.223
95.98,-70.381,-164.223
95.985,-64.516,-164.223
95.99000000000001,-64.516,-164.223
95.995,-64.516,-164.223
96.0,-64.516,-164.223
96.005,-58.651,-170.088
96.01,-58.651,-175.953
96.015,-58.651,-181.818
96.02,-52.786,-181.818
96.025,-52.786,-175.953
96.03,-52.786,-164.223
96.035,-52.786,-152.493
96.04,-52.786,-146.628
96.045,-52.786,-134.897
96.05,-52.786,-117.302
96.055,-52.786,-99.707
96.06,-52.786,-93.842
96.065,-52.786,-93.842
96.07000000000001,-52.786,-93.842
96.075,-52.786,-87.977
96.08,-52.786,-82.111
96.08500000000001,-58.651,-64.516
96.09,-58.651,-58.651
96.095,-52.786,-46.921
96.10000000000001,-58.651,-17.595
96.105,-58.651,29.326
96.11,-58.651,64.516
96.11500000000001,-58.651,76.246
96.12,-58.651,87.977
96.125,-58.651,93.842
96.13,-58.651,99.707
96.135,-58.651,111.437
96.14,-58.651,129.032
96.145,-58.651,140.762
96.15,-58.651,164.223
96.155,-58.651,181.818
96.16,-58.651,205.279
96.165,-58.651,222.874
96.17,-58.651,234.604
96.175,-58.651,252.199
96.18,-58.651,269.795
96.185,-58.651,287.39
96.19,-58.651,299.12
96.19500000000001,-58.651,316.715
96.2,-58.651,328.446
96.205,-58.651,340.176
96.21000000000001,-64.516,351.906
96.215,-58.651,363.636
96.22,-64.516,375.366
96.22500000000001,-64.516,381.232
96.23,-64.516,392.962
96.235,-70.381,398.827
96.24000000000001,-70.381,404.692
96.245,-70.381,410.557
96.25,-76.246,416.422
96.255,-76.246,422.287
96.26,-76.246,428.152
96.265,-82.111,434.017
96.27,-82.111,434.017
96.275,-87.977,434.017
96.28,-87.977,434.017
96.285,-87.977,434.017
96.29,-93.842,428.152
96.295,-93.842,422.287
96.3,-99.707,410.557
96.305,-99.707,398.827
96.31,-105.572,381.232
96.315,-105.572,357.771
96.32000000000001,-111.437,334.311
96.325,-111.437,310.85
96.33,-117.302,287.39
96.33500000000001,-129.032,258.064
96.34,-134.897,228.739
96.345,-140.762,199.413
96.35000000000001,-146.628,164.223
96.355,-146.628,123.167
96.36,-146.628,87.977
96.36500000000001,-152.493,52.786
96.37,-146.628,11.73
96.375,-146.628,-29.326
96.38,-146.628,-64.516
96.385,-140.762,-105.572
96.39,-134.897,-146.628
96.395,-129.032,-164.223
96.4,-123.167,-140.762
96.405,-117.302,-64.516
96.41,-105.572,35.191
96.415,-99.707,70.381
96.42,-87.977,17.595
96.425,-87.977,-35.191
96.43,-82.111,-93.842
96.435,-87.977,-170.088
96.44,-87.977,-211.144
96.44500000000001,-87.977,-211.144
96.45,-87.977,-164.223
96.455,-87.977,-129.032
96.46000000000001,-82.111,-123.167
96.465,-82.111,-140.762
96.47,-76.246,-164.223
96.47500000000001,-64.516,-175.953
96.48,-58.651,-164.223
96.485,-52.786,-146.628
96.49000000000001,-41.056,-140.762
96.495,-23.46,-134.897
96.5,-11.73,-134.897
96.505,5.865,-134.897
96.51,17.595,-129.032
96.515,29.326,-123.167
96.52,41.056,-117.302
96.525,52.786,-111.437
96.53,58.651,-105.572
96.535,64.516,-99.707
96.54,70.381,-93.842
96.545,76.246,-87.977
96.55,82.111,-82.111
96.555,87.977,-82.111
96.56,99.707,-76.246
96.565,105.572,-70.381
96.57000000000001,117.302,-70.381
96.575,129.032,-70.381
96.58,140.762,-70.381
96.58500000000001,146.628,-64.516
96.59,158.358,-64.516
96.595,164.223,-58.651
96.60000000000001,170.088,-58.651
96.605,175.953,-52.786
96.61,181.818,-52.786
96.61500000000001,187.683,-46.921
96.62,193.548,-46.921
96.625,199.413,-46.921
96.63,205.279,-41.056
96.635,205.279,-41.056
96.64,211.144,-35.191
96.645,211.144,-35.191
96.65,217.009,-35.191
96.655,217.009,-35.191
96.66,222.874,-35.191
96.665,222.874,-29.326
96.67,228.739,-29.326
96.675,228.739,-29.326
96.68,234.604,-29.326
96.685,234.604,-29.326
96.69,234.604,-29.326
96.69500000000001,240.469,-29.326
96.7,240.469,-29.326
96.705,240.469,-29.326
96.71000000000001,240.469,-29.326
96.715,246.334,-29.326
96.72,246.334,-29.326
96.72500000000001,246.334,-35.191
96.73,240.469,-29.326
96.735,240.469,-35.191
96.74000000000001,240.469,-35.191
96.745,240.469,-35.191
96.75,234.604,-35.191
96.755,234.604,-35.191
96.76,228.739,-35.191
96.765,228.739,-35.191
96.77,222.874,-35.191
96.775,217.009,-35.191
96.78,217.009,-41.056
96.785,211.144,-41.056
96.79,205.279,-41.056
96.795,199.413,-41.056
96.8,193.548,-41.056
96.805,187.683,-41.056
96.81,175.953,-46.921
96.815,170.088,-46.921
96.82000000000001,158.358,-46.921
96.825,146.628,-46.921
96.83,140.762,-46.921
96.83500000000001,129.032,-52.786
96.84,111.437,-52.786
96.845,99.707,-52.786
96.85000000000001,82.111,-58.651
96.855,70.381,-58.651
96.86,52.786,-58.651
96.86500000000001,35.191,-64.516
96.87,17.595,-64.516
96.875,-0.0,-64.516
96.88,-23.46,-70.381
96.885,-46.921,-70.381
96.89,-64.516,-70.381
96.895,-87.977,-76.246
96.9,-111.437,-76.246
96.905,-129.032,-76.246
96.91,-117.302,-76.246
96.915,-82.111,-82.111
96.92,-58.651,-82.111
96.925,-64.516,-87.977
96.93,-87.977,-87.977
96.935,-105.572,-87.977
96.94,-117.302,-87.977
96.94500000000001,-134.897,-93.842
96.95,-146.628,-93.842
96.955,-146.628,-93.842
96.96000000000001,-134.897,-99.707
96.965,-129.032,-99.707
96.97,-134.897,-105.572
96.97500000000001,-134.897,-105.572
96.98,-134.897,-105.572
96.985,-129.032,-111.437
96.99000000000001,-123.167,-111.437
96.995,-117.302,-117.302
97.0,-111.437,-117.302
97.005,-105.572,-117.302
97.01,-99.707,-117.302
97.015,-93.842,-129.032
97.02,-87.977,-134.897
97.025,-76.246,-140.762
97.03,-76.246,-152.493
97.035,-70.381,-158.358
97.04,-70.381,-164.223
97.045,-70.381,-170.088
97.05,-64.516,-175.953
97.055,-64.516,-181.818
97.06,-64.516,-187.683
97.065,-64.516,-193.548
97.07000000000001,-64.516,-199.413
97.075,-64.516,-199.413
97.08,-64.516,-205.279
97.08500000000001,-64.516,-205.279
97.09,-64.516,-205.279
97.095,-64.516,-199.413
97.10000000000001,-64.516,-187.683
97.105,-64.516,-181.818
97.11,-64.516,-175.953
97.11500000000001,-70.381,-175.953
97.12,-70.381,-170.088
97.125,-70.381,-164.223
97.13,-70.381,-146.628
97.135,-70.381,-129.032
97.14,-70.381,-111.437
97.145,-76.246,-99.707
97.15,-76.246,-87.977
97.155,-70.381,-87.977
97.16,-70.381,-87.977
97.165,-70.381,-76.246
97.17,-70.381,-64.516
97.175,-70.381,-46.921
97.18,-70.381,-23.46
97.185,-70.381,-5.865
97.19,-64.516,5.865
97.19500000000001,-70.381,29.326
97.2,-70.381,76.246
97.205,-70.381,111.437
97.21000000000001,-64.516,123.167
97.215,-64.516,129.032
97.22,-70.381,134.897
97.22500000000001,-64.516,140.762
97.23,-64.516,146.628
97.235,-70.381,164.223
97.24000000000001,-70.381,187.683
97.245,-64.516,211.144
97.25,-64.516,228.739
97.255,-70.381,246.334
97.26,-70.381,258.064
97.265,-70.381,275.66
97.27,-70.381,293.255
97.275,-76.246,304.985
97.28,-76.246,322.581
97.285,-76.246,334.311
97.29,-76.246,346.041
97.295,-76.246,351.906
97.3,-76.246,363.636
97.305,-76.246,369.501
97.31,-76.246,375.366
97.315,-76.246,387.097
97.32000000000001,-82.111,398.827
97.325,-82.111,404.692
97.33,-82.111,410.557
97.33500000000001,-82.111,416.422
97.34,-87.977,416.422
97.345,-87.977,422.287
97.35000000000001,-87.977,422.287
97.355,-87.977,422.287
97.36,-87.977,422.287
97.36500000000001,-87.977,422.287
97.37,-87.977,416.422
97.375,-87.977,416.422
97.38,-87.977,404.692
97.385,-93.842,387.097
97.39,-93.842,369.501
97.395,-99.707,351.906
97.4,-105.572,328.446
97.405,-105.572,304.985
97.41,-111.437,275.66
97.415,-117.302,252.199
97.42,-123.167,222.874
97.425,-129.032,193.548
97.43,-134.897,164.223
97.435,-134.897,134.897
97.44,-134.897,99.707
97.44500000000001,-140.762,64.516
97.45,-140.762,29.326
97.455,-140.762,-5.865
97.46000000000001,-134.897,-41.056
97.465,-134.897,-82.111
97.47,-129.032,-123.167
97.47500000000001,-123.167,-140.762
97.48,-117.302,-134.897
97.485,-111.437,-87.977
97.49000000000001,-105.572,-5.865
97.495,-93.842,52.786
97.5,-87.977,17.595
97.505,-82.111,-35.191
97.51,-82.111,-87.977
97.515,-82.111,-146.628
97.52,-87.977,-187.683
97.525,-87.977,-199.413
97.53,-87.977,-164.223
97.535,-87.977,-140.762
97.54,-82.111,-134.897
97.545,-82.111,-140.762
97.55,-82.111,-158.358
97.555,-76.246,-164.223
97.56,-70.381,-152.493
97.565,-64.516,-134.897
97.57000000000001,-52.786,-129.032
97.575,-41.056,-129.032
97.58,-17.595,-129.032
97.58500000000001,-0.0,-129.032
97.59,23.46,-123.167
97.595,35.191,-117.302
97.60000000000001,41.056,-111.437
97.605,46.921,-111.437
97.61,52.786,-105.572
97.61500000000001,58.651,-105.572
97.62,64.516,-93.842
97.625,70.381,-87.977
97.63,76.246,-82.111
97.635,82.111,-82.111
97.64,93.842,-76.246
97.645,105.572,-76.246
97.65,111.437,-76.246
97.655,123.167,-76.246
97.66,134.897,-76.246
97.665,146.628,-76.246
97.67,158.358,-70.381
97.675,164.223,-70.381
97.68,175.953,-70.381
97.685,181.818,-64.516
97.69,187.683,-64.516
97.69500000000001,193.548,-64.516
97.7,193.548,-64.516
97.705,199.413,-58.651
97.71000000000001,205.279,-58.651
97.715,211.144,-58.651
97.72,217.009,-52.786
97.72500000000001,222.874,-52.786
97.73,228.739,-52.786
97.735,234.604,-52.786
97.74000000000001,240.469,-52.786
97.745,240.469,-52.786
97.75,246.334,-58.651
97.755,246.334,-58.651
97.76,252.199,-58.651
97.765,252.199,-58.651
97.77,252.199,-58.651
97.775,252.199,-58.651
97.78,258.064,-58.651
97.785,258.064,-58.651
97.79,258.064,-58.651
97.795,263.93,-58.651
97.8,263.93,-58.651
97.805,263.93,-58.651
97.81,263.93,-58.651
97.815,263.93,-58.651
97.82000000000001,263.93,-58.651
97.825,263.93,-58.651
97.83,263.93,-58.651
97.83500000000001,258.064,-58.651
97.84,258.064,-58.651
97.845,258.064,-58.651
97.85000000000001,258.064,-58.651
97.855,246.334,-58.651
97.86,234.604,-64.516
97.86500000000001,222.874,-58.651
97.87,217.009,-64.516
97.875,205.279,-64.516
97.88,193.548,-64.516
97.885,175.953,-64.516
97.89,170.088,-64.516
97.895,152.493,-70.381
97.9,134.897,-64.516
97.905,117.302,-64.516
97.91,99.707,-70.381
97.915,76.246,-70.381
97.92,52.786,-70.381
97.925,29.326,-70.381
97.93,-0.0,-70.381
97.935,-23.46,-70.381
97.94,-58.651,-70.381
97.94500000000001,-93.842,-70.381
97.95,-129.032,-70.381
97.955,-152.493,-76.246
97.96000000000001,-146.628,-76.246
97.965,-117.302,-76.246
97.97,-99.707,-70.381
97.97500000000001,-99.707,-76.246
97.98,-111.437,-76.246
97.985,-140.762,-70.381
97.99000000000001,-158.358,-76.246
97.995,-170.088,-76.246
98.0,-170.088,-76.246
98.005,-164.223,-76.246
98.01,-146.628,-76.246
98.015,-140.762,-76.246
98.02,-134.897,-82.111
98.025,-134.897,-82.111
98.03,-129.032,-82.111
98.035,-123.167,-82.111
98.04,-111.437,-87.977
98.045,-105.572,-87.977
98.05,-99.707,-93.842
98.055,-99.707,-93.842
98.06,-93.842,-99.707
98.065,-87.977,-105.572
98.07000000000001,-82.111,-111.437
98.075,-82.111,-117.302
98.08,-82.111,-123.167
98.08500000000001,-76.246,-129.032
98.09,-76.246,-134.897
98.095,-76.246,-140.762
98.10000000000001,-76.246,-146.628
98.105,-70.381,-152.493
98.11,-70.381,-158.358
98.11500000000001,-64.516,-164.223
98.12,-64.516,-164.223
98.125,-64.516,-164.223
98.13,-64.516,-170.088
98.135,-64.516,-170.088
98.14,-64.516,-170.088
98.145,-64.516,-170.088
98.15,-58.651,-164.223
98.155,-58.651,-164.223
98.16,-58.651,-164.223
98.165,-58.651,-164.223
98.17,-58.651,-164.223
98.175,-58.651,-164.223
98.18,-58.651,-158.358
98.185,-58.651,-152.493
98.19,-64.516,-134.897
98.19500000000001,-64.516,-123.167
98.2,-64.516,-117.302
98.205,-64.516,-111.437
98.21000000000001,-64.516,-105.572
98.215,-64.516,-99.707
98.22,-64.516,-87.977
98.22500000000001,-64.516,-76.246
98.23,-70.381,-58.651
98.235,-70.381,-41.056
98.24000000000001,-70.381,-23.46
98.245,-70.381,0.0
98.25,-70.381,35.191
98.255,-64.516,64.516
98.26,-70.381,87.977
98.265,-70.381,99.707
98.27,-64.516,111.437
98.275,-64.516,123.167
98.28,-64.516,134.897
98.285,-64.516,146.628
98.29,-64.516,158.358
98.295,-64.516,175.953
98.3,-64.516,193.548
98.305,-64.516,211.144
98.31,-64.516,222.874
98.315,-64.516,240.469
98.32000000000001,-64.516,258.064
98.325,-70.381,275.66
98.33,-70.381,287.39
98.33500000000001,-70.381,304.985
98.34,-70.381,316.715
98.345,-76.246,328.446
98.35000000000001,-76.246,340.176
98.355,-76.246,351.906
98.36,-76.246,363.636
98.36500000000001,-82.111,369.501
98.37,-82.111,381.232
98.375,-82.111,387.097
98.38,-87.977,398.827
98.385,-87.977,404.692
98.39,-93.842,410.557
98.395,-93.842,410.557
98.4,-93.842,416.422
98.405,-99.707,416.422
98.41,-99.707,416.422
98.415,-99.707,416.422
98.42,-105.572,416.422
98.425,-105.572,416.422
98.43,-105.572,416.422
98.435,-105.572,410.557
98.44,-105.572,398.827
98.44500000000001,-105.572,381.232
98.45,-99.707,363.636
98.455,-105.572,346.041
98.46000000000001,-99.707,328.446
98.465,-99.707,304.985
98.47,-105.572,275.66
98.47500000000001,-105.572,246.334
98.48,-105.572,217.009
98.485,-111.437,193.548
98.49000000000001,-111.437,158.358
98.495,-117.302,129.032
98.5,-117.302,93.842
98.505,-123.167,58.651
98.51,-123.167,17.595
98.515,-123.167,-17.595
98.52,-123.167,-58.651
98.525,-123.167,-87.977
98.53,-123.167,-117.302
98.535,-117.302,-140.762
98.54,-117.302,-152.493
98.545,-111.437,-140.762
98.55,-105.572,-87.977
98.555,-105.572,-5.865
98.56,-111.437,41.056
98.565,-117.302,17.595
98.57000000000001,-117.302,-23.46
98.575,-111.437,-76.246
98.58,-105.572,-134.897
98.58500000000001,-99.707,-175.953
98.59,-93.842,-193.548
98.595,-87.977,-175.953
98.60000000000001,-82.111,-140.762
98.605,-82.111,-117.302
98.61,-82.111,-117.302
98.61500000000001,-82.111,-134.897
98.62,-76.246,-152.493
98.625,-64.516,-158.358
98.63,-58.651,-152.493
98.635,-46.921,-134.897
98.64,-29.326,-129.032
98.645,-11.73,-134.897
98.65,-5.865,-140.762
98.655,11.73,-140.762
98.66,35.191,-140.762
98.665,64.516,-140.762
98.67,82.111,-129.032
98.675,93.842,-123.167
98.68,93.842,-123.167
98.685,99.707,-111.437
98.69,105.572,-105.572
98.69500000000001,117.302,-99.707
98.7,123.167,-93.842
98.705,134.897,-93.842
98.71000000000001,146.628,-93.842
98.715,158.358,-93.842
98.72,170.088,-93.842
98.72500000000001,181.818,-93.842
98.73,193.548,-93.842
98.735,199.413,-87.977
98.74000000000001,211.144,-87.977
98.745,217.009,-82.111
98.75,222.874,-82.111
98.755,228.739,-82.111
98.76,234.604,-76.246
98.765,246.334,-76.246
98.77,252.199,-70.381
98.775,258.064,-70.381
98.78,258.064,-64.516
98.785,263.93,-58.651
98.79,269.795,-58.651
98.795,275.66,-58.651
98.8,281.525,-58.651
98.805,281.525,-58.651
98.81,287.39,-58.651
98.815,287.39,-58.651
98.82000000000001,293.255,-58.651
98.825,293.255,-64.516
98.83,299.12,-58.651
98.83500000000001,299.12,-64.516
98.84,304.985,-64.516
98.845,304.985,-64.516
98.85000000000001,304.985,-64.516
98.855,310.85,-64.516
98.86,310.85,-64.516
98.86500000000001,304.985,-64.516
98.87,304.985,-64.516
98.875,304.985,-64.516
98.88,299.12,-64.516
98.885,299.12,-64.516
98.89,293.255,-64.516
98.895,287.39,-64.516
98.9,281.525,-64.516
98.905,269.795,-64.516
98.91,263.93,-64.516
98.915,252.199,-64.516
98.92,240.469,-64.516
98.925,228.739,-64.516
98.93,217.009,-64.516
98.935,199.413,-64.516
98.94,187.683,-64.516
98.94500000000001,164.223,-64.516
98.95,146.628,-64.516
98.955,123.167,-64.516
98.96000000000001,99.707,-64.516
98.965,76.246,-64.516
98.97,46.921,-64.516
98.97500000000001,23.46,-64.516
98.98,-0.0,-64.516
98.985,-23.46,-64.516
98.99000000000001,-41.056,-70.381
98.995,-58.651,-70.381
99.0,-76.246,-70.381
99.005,-99.707,-70.381
99.01,-123.167,-70.381
99.015,-134.897,-70.381
99.02,-123.167,-70.381
99.025,-87.977,-70.381
99.03,-52.786,-70.381
99.035,-41.056,-70.381
99.04,-64.516,-70.381
99.045,-99.707,-70.381
99.05,-117.302,-70.381
99.055,-129.032,-70.381
99.06,-146.628,-70.381
99.065,-158.358,-76.246
99.07000000000001,-146.628,-76.246
99.075,-123.167,-76.246
99.08,-117.302,-76.246
99.08500000000001,-134.897,-76.246
99.09,-146.628,-82.111
99.095,-146.628,-82.111
99.10000000000001,-140.762,-82.111
99.105,-129.032,-82.111
99.11,-117.302,-87.977
99.11500000000001,-111.437,-87.977
99.12,-111.437,-93.842
99.125,-105.572,-93.842
99.13,-99.707,-99.707
99.135,-87.977,-105.572
99.14,-82.111,-111.437
99.145,-76.246,-117.302
99.15,-76.246,-117.302
99.155,-70.381,-123.167
99.16,-64.516,-129.032
99.165,-64.516,-134.897
99.17,-64.516,-134.897
99.175,-58.651,-140.762
99.18,-58.651,-146.628
99.185,-58.651,-152.493
99.19,-58.651,-152.493
99.19500000000001,-58.651,-158.358
99.2,-58.651,-158.358
99.205,-58.651,-158.358
99.21000000000001,-58.651,-158.358
99.215,-58.651,-158.358
99.22,-58.651,-158.358
99.22500000000001,-58.651,-164.223
99.23,-58.651,-164.223
99.235,-58.651,-170.088
99.24000000000001,-58.651,-170.088
99.245,-58.651,-164.223
99.25,-58.651,-152.493
99.255,-58.651,-140.762
99.26,-58.651,-123.167
99.265,-64.516,-111.437
99.27,-64.516,-111.437
99.275,-64.516,-111.437
99.28,-64.516,-105.572
99.285,-64.516,-87.977
99.29,-70.381,-76.246
99.295,-70.381,-64.516
99.3,-70.381,-46.921
99.305,-76.246,-29.326
99.31,-76.246,-5.865
99.315,-70.381,23.46
99.32000000000001,-76.246,64.516
99.325,-76.246,93.842
99.33,-76.246,117.302
99.33500000000001,-76.246,123.167
99.34,-76.246,134.897
99.345,-76.246,140.762
99.35000000000001,-76.246,152.493
99.355,-76.246,158.358
99.36,-76.246,170.088
99.36500000000001,-76.246,187.683
99.37,-76.246,205.279
99.375,-76.246,222.874
99.38,-76.246,240.469
99.385,-76.246,258.064
99.39,-76.246,269.795
99.395,-76.246,287.39
99.4,-76.246,299.12
99.405,-76.246,310.85
99.41,-76.246,322.581
99.415,-76.246,334.311
99.42,-76.246,346.041
99.425,-82.111,351.906
99.43,-76.246,363.636
99.435,-82.111,369.501
99.44,-82.111,381.232
99.44500000000001,-82.111,387.097
99.45,-87.977,392.962
99.455,-87.977,392.962
99.46000000000001,-87.977,398.827
99.465,-93.842,398.827
99.47,-93.842,398.827
99.47500000000001,-93.842,398.827
99.48,-99.707,398.827
99.485,-99.707,398.827
99.49000000000001,-105.572,398.827
99.495,-105.572,398.827
99.5,-111.437,398.827
99.505,-117.302,392.962
99.51,-123.167,381.232
99.515,-123.167,375.366
99.52,-129.032,363.636
99.525,-134.897,351.906
99.53,-134.897,334.311
99.535,-140.762,316.715
99.54,-146.628,299.12
99.545,-146.628,275.66
99.55,-146.628,252.199
99.555,-152.493,228.739
99.56,-152.493,199.413
99.565,-152.493,175.953
99.57000000000001,-152.493,140.762
99.575,-152.493,105.572
99.58,-146.628,70.381
99.58500000000001,-140.762,29.326
99.59,-140.762,-5.865
99.595,-134.897,-41.056
99.60000000000001,-129.032,-82.111
99.605,-123.167,-117.302
99.61,-117.302,-140.762
99.61500000000001,-105.572,-146.628
99.62,-99.707,-111.437
99.625,-99.707,-46.921
99.63,-99.707,17.595
99.635,-105.572,23.46
99.64,-105.572,-11.73
99.645,-99.707,-58.651
99.65,-93.842,-117.302
99.655,-87.977,-175.953
99.66,-82.111,-205.279
99.665,-82.111,-205.279
99.67,-82.111,-164.223
99.675,-82.111,-140.762
99.68,-82.111,-134.897
99.685,-76.246,-140.762
99.69,-64.516,-158.358
99.69500000000001,-58.651,-164.223
99.7,-46.921,-164.223
99.705,-23.46,-158.358
99.71000000000001,-11.73,-152.493
99.715,-0.0,-140.762
99.72,11.73,-140.762
99.72500000000001,35.191,-140.762
99.73,58.651,-140.762
99.735,70.381,-140.762
99.74000000000001,76.246,-134.897
99.745,82.111,-129.032
99.75,87.977,-129.032
99.755,99.707,-123.167
99.76,111.437,-117.302
99.765,123.167,-111.437
99.77,140.762,-105.572
99.775,158.358,-105.572
99.78,175.953,-99.707
99.785,187.683,-93.842
99.79,199.413,-93.842
99.795,211.144,-93.842
99.8,217.009,-87.977
99.805,228.739,-87.977
99.81,234.604,-87.977
99.815,240.469,-82.111
99.82000000000001,252.199,-82.111
99.825,258.064,-76.246
99.83,263.93,-70.381
99.83500000000001,269.795,-70.381
99.84,275.66,-64.516
99.845,281.525,-64.516
99.85000000000001,287.39,-64.516
99.855,293.255,-64.516
99.86,299.12,-64.516
99.86500000000001,299.12,-58.651
99.87,299.12,-58.651
99.875,304.985,-58.651
99.88,304.985,-58.651
99.885,304.985,-58.651
99.89,304.985,-58.651
99.895,304.985,-52.786
99.9,310.85,-52.786
99.905,310.85,-52.786
99.91,310.85,-58.651
99.915,310.85,-52.786
99.92,310.85,-58.651
99.925,310.85,-58.651
99.93,310.85,-58.651
99.935,310.85,-64.516
99.94,304.985,-64.516
99.94500000000001,304.985,-64.516
99.95,299.12,-70.381
99.955,293.255,-64.516
99.96000000000001,287.39,-70.381
99.965,275.66,-70.381
99.97,269.795,-70.381
99.97500000000001,258.064,-70.381
99.98,246.334,-70.381
99.985,228.739,-70.381
99.99000000000001,211.144,-70.381
99.995,187.683,-70.381
100.0,164.223,-70.381
100.005,140.762,-70.381
100.01,117.302,-70.381
100.015,93.842,-70.381
100.02,70.381,-70.381
100.025,41.056,-70.381
100.03,17.595,-76.246
100.035,-5.865,-76.246
100.04,-23.46,-76.246
100.045,-46.921,-76.246
100.05,-70.381,-76.246
100.055,-93.842,-76.246
100.06,-111.437,-76.246
100.065,-129.032,-76.246
100.07000000000001,-134.897,-76.246
100.075,-111.437,-76.246
100.08,-82.111,-76.246
100.08500000000001,-76.246,-76.246
100.09,-105.572,-82.111
100.095,-129.032,-82.111
100.10000000000001,-146.628,-82.111
100.105,-158.358,-82.111
100.11,-175.953,-82.111
100.11500000000001,-181.818,-82.111
100.12,-170.088,-82.111
100.125,-146.628,-82.111
100.13,-140.762,-87.977
100.135,-164.223,-87.977
100.14,-175.953,-87.977
100.145,-170.088,-87.977
100.15,-164.223,-87.977
100.155,-146.628,-93.842
100.16,-134.897,-93.842
100.165,-129.032,-99.707
100.17,-123.167,-99.707
100.175,-117.302,-105.572
100.18,-105.572,-105.572
100.185,-99.707,-111.437
100.19,-93.842,-117.302
100.19500000000001,-93.842,-123.167
100.2,-87.977,-129.032
100.205,-82.111,-129.032
100.21000000000001,-76.246,-134.897
100.215,-76.246,-140.762
100.22,-76.246,-140.762
100.22500000000001,-76.246,-146.628
100.23,-76.246,-146.628
100.235,-76.246,-152.493
100.24000000000001,-70.381,-152.493
100.245,-70.381,-158.358
100.25,-64.516,-158.358
100.255,-64.516,-158.358
100.26,-64.516,-158.358
100.265,-58.651,-152.493
100.27,-58.651,-152.493
100.275,-58.651,-158.358
100.28,-58.651,-158.358
100.285,-58.651,-164.223
100.29,-58.651,-164.223
100.295,-64.516,-158.358
100.3,-64.516,-146.628
100.305,-64.516,-134.897
100.31,-64.516,-134.897
100.315,-64.516,-134.897
100.32000000000001,-64.516,-134.897
100.325,-64.516,-129.032
100.33,-64.516,-123.167
100.33500000000001,-64.516,-111.437
100.34,-64.516,-93.842
100.345,-64.516,-70.381
100.35000000000001,-64.516,-64.516
100.355,-64.516,-52.786
100.36,-58.651,-23.46
100.36500000000001,-58.651,11.73
100.37,-58.651,35.191
100.375,-58.651,52.786
100.38,-58.651,64.516
100.385,-58.651,70.381
100.39,-58.651,76.246
100.395,-58.651,87.977
100.4,-58.651,105.572
100.405,-58.651,117.302
100.41,-52.786,134.897
100.415,-52.786,152.493
100.42,-52.786,170.088
100.425,-52.786,181.818
100.43,-52.786,193.548
100.435,-52.786,205.279
100.44,-46.921,222.874
100.44500000000001,-46.921,234.604
100.45,-46.921,246.334
100.455,-46.921,258.064
100.46000000000001,-46.921,263.93
100.465,-46.921,275.66
100.47,-46.921,287.39
100.47500000000001,-52.786,293.255
100.48,-52.786,304.985
100.485,-52.786,316.715
100.49000000000001,-52.786,322.581
100.495,-52.786,328.446
100.5,-52.786,334.311
100.505,-52.786,340.176
100.51,-52.786,346.041
100.515,-58.651,351.906
100.52,-58.651,351.906
100.525,-58.651,357.771
100.53,-64.516,357.771
100.535,-64.516,363.636
100.54,-64.516,363.636
100.545,-70.381,369.501
100.55,-70.381,369.501
100.555,-76.246,369.501
100.56,-76.246,369.501
100.565,-82.111,369.501
100.57000000000001,-87.977,369.501
100.575,-87.977,363.636
100.58,-93.842,363.636
100.58500000000001,-99.707,357.771
100.59,-99.707,351.906
100.595,-105.572,346.041
100.60000000000001,-111.437,328.446
100.605,-117.302,304.985
100.61,-123.167,275.66
100.61500000000001,-129.032,252.199
100.62,-134.897,228.739
