time_aligned_sec,L_Gyro_Z_aligned,R_Gyro_Z_aligned
67.325,-105.572,-93.842
67.33,-99.707,-93.842
67.33500000000001,-99.707,-99.707
67.34,-93.842,-105.572
67.345,-87.977,-111.437
67.35,-82.111,-117.302
67.355,-82.111,-123.167
67.36,-82.111,-129.032
67.365,-76.246,-129.032
67.37,-76.246,-134.897
67.375,-76.246,-140.762
67.38,-76.246,-146.628
67.385,-70.381,-146.628
67.39,-70.381,-152.493
67.395,-70.381,-158.358
67.4,-70.381,-158.358
67.405,-70.381,-158.358
67.41,-70.381,-158.358
67.415,-70.381,-158.358
67.42,-64.516,-152.493
67.425,-64.516,-158.358
67.43,-64.516,-158.358
67.435,-64.516,-158.358
67.44,-64.516,-164.223
67.44500000000001,-58.651,-164.223
67.45,-58.651,-158.358
67.455,-58.651,-146.628
67.46000000000001,-58.651,-140.762
67.465,-58.651,-134.897
67.47,-58.651,-129.032
67.475,-58.651,-123.167
67.48,-52.786,-111.437
67.485,-52.786,-105.572
67.49,-52.786,-93.842
67.495,-52.786,-82.111
67.5,-52.786,-64.516
67.505,-52.786,-58.651
67.51,-52.786,-52.786
67.515,-58.651,-35.191
67.52,-58.651,5.865
67.525,-58.651,46.921
67.53,-58.651,70.381
67.535,-58.651,87.977
67.54,-58.651,93.842
67.545,-58.651,105.572
67.55,-58.651,117.302
67.555,-58.651,129.032
67.56,-58.651,140.762
67.565,-58.651,158.358
67.57000000000001,-58.651,175.953
67.575,-58.651,193.548
67.58,-58.651,205.279
67.58500000000001,-58.651,222.874
67.59,-58.651,234.604
67.595,-52.786,246.334
67.6,-58.651,263.93
67.605,-58.651,275.66
67.61,-52.786,293.255
67.615,-52.786,304.985
67.62,-58.651,316.715
67.625,-58.651,322.581
67.63,-58.651,328.446
67.635,-64.516,340.176
67.64,-64.516,346.041
67.645,-70.381,351.906
67.65,-70.381,357.771
67.655,-76.246,357.771
67.66,-76.246,363.636
67.665,-82.111,369.501
67.67,-82.111,375.366
67.675,-82.111,375.366
67.68,-82.111,369.501
67.685,-82.111,375.366
67.69,-82.111,369.501
67.69500000000001,-82.111,369.501
67.7,-82.111,363.636
67.705,-82.111,357.771
67.71000000000001,-87.977,351.906
67.715,-87.977,346.041
67.72,-87.977,334.311
67.725,-87.977,322.581
67.73,-93.842,310.85
67.735,-99.707,299.12
67.74,-99.707,287.39
67.745,-111.437,269.795
67.75,-111.437,252.199
67.755,-117.302,234.604
67.76,-123.167,217.009
67.765,-129.032,187.683
67.77,-129.032,164.223
67.775,-129.032,140.762
67.78,-129.032,117.302
67.785,-129.032,87.977
67.79,-134.897,52.786
67.795,-129.032,23.46
67.8,-129.032,-11.73
67.805,-129.032,-52.786
67.81,-129.032,-93.842
67.815,-123.167,-111.437
67.82000000000001,-123.167,-105.572
67.825,-117.302,-70.381
67.83,-111.437,-35.191
67.83500000000001,-111.437,-11.73
67.84,-105.572,-23.46
67.845,-111.437,-41.056
67.85,-111.437,-76.246
67.855,-117.302,-117.302
67.86,-117.302,-158.358
67.865,-117.302,-164.223
67.87,-111.437,-140.762
67.875,-111.437,-117.302
67.88,-105.572,-105.572
67.885,-99.707,-105.572
67.89,-99.707,-117.302
67.895,-99.707,-129.032
67.9,-93.842,-123.167
67.905,-87.977,-117.302
67.91,-76.246,-111.437
67.915,-64.516,-105.572
67.92,-52.786,-111.437
67.925,-41.056,-117.302
67.93,-23.46,-117.302
67.935,-0.0,-111.437
67.94,23.46,-105.572
67.94500000000001,46.921,-105.572
67.95,58.651,-99.707
67.955,70.381,-99.707
67.96000000000001,76.246,-93.842
67.965,87.977,-93.842
67.97,99.707,-93.842
67.975,111.437,-99.707
67.98,129.032,-93.842
67.985,146.628,-93.842
67.99,164.223,-93.842
67.995,175.953,-93.842
68.0,187.683,-93.842
68.005,193.548,-93.842
68.01,205.279,-87.977
68.015,211.144,-82.111
68.02,222.874,-82.111
68.025,228.739,-76.246
68.03,240.469,-70.381
68.035,240.469,-64.516
68.04,246.334,-64.516
68.045,258.064,-64.516
68.05,258.064,-64.516
68.055,263.93,-58.651
68.06,269.795,-58.651
68.065,269.795,-58.651
68.07000000000001,275.66,-58.651
68.075,275.66,-58.651
68.08,275.66,-58.651
68.08500000000001,281.525,-58.651
68.09,281.525,-58.651
68.095,287.39,-58.651
68.1,287.39,-52.786
68.105,293.255,-58.651
68.11,293.255,-52.786
68.115,293.255,-52.786
68.12,293.255,-52.786
68.125,293.255,-52.786
68.13,287.39,-52.786
68.135,281.525,-52.786
68.14,281.525,-52.786
68.145,275.66,-52.786
68.15,269.795,-52.786
68.155,263.93,-52.786
68.16,258.064,-52.786
68.165,252.199,-52.786
68.17,240.469,-52.786
68.175,228.739,-52.786
68.18,217.009,-52.786
68.185,205.279,-52.786
68.19,187.683,-52.786
68.19500000000001,175.953,-52.786
68.2,158.358,-52.786
68.205,146.628,-52.786
68.21000000000001,129.032,-52.786
68.215,111.437,-58.651
68.22,93.842,-58.651
68.225,76.246,-58.651
68.23,58.651,-58.651
68.235,41.056,-58.651
68.24,23.46,-58.651
68.245,5.865,-58.651
68.25,-11.73,-58.651
68.255,-29.326,-64.516
68.26,-52.786,-64.516
68.265,-76.246,-64.516
68.27,-87.977,-64.516
68.275,-82.111,-64.516
68.28,-58.651,-64.516
68.285,-41.056,-70.381
68.29,-41.056,-70.381
68.295,-64.516,-70.381
68.3,-82.111,-70.381
68.305,-93.842,-70.381
68.31,-105.572,-70.381
68.315,-111.437,-70.381
68.32000000000001,-105.572,-70.381
68.325,-99.707,-70.381
68.33,-99.707,-76.246
68.33500000000001,-105.572,-76.246
68.34,-105.572,-76.246
68.345,-105.572,-76.246
68.35000000000001,-99.707,-82.111
68.355,-93.842,-82.111
68.36,-87.977,-87.977
68.365,-87.977,-87.977
68.37,-82.111,-87.977
68.375,-76.246,-93.842
68.38,-76.246,-105.572
68.385,-70.381,-111.437
68.39,-64.516,-117.302
68.395,-64.516,-123.167
68.4,-58.651,-129.032
68.405,-58.651,-140.762
68.41,-58.651,-146.628
68.415,-52.786,-152.493
68.42,-52.786,-158.358
68.425,-52.786,-164.223
68.43,-58.651,-170.088
68.435,-58.651,-175.953
68.44,-58.651,-175.953
68.44500000000001,-58.651,-170.088
68.45,-58.651,-170.088
68.455,-58.651,-164.223
68.46000000000001,-64.516,-164.223
68.465,-64.516,-158.358
68.47,-64.516,-164.223
68.47500000000001,-64.516,-170.088
68.48,-64.516,-170.088
68.485,-64.516,-158.358
68.49,-64.516,-140.762
68.495,-64.516,-123.167
68.5,-64.516,-111.437
68.505,-64.516,-105.572
68.51,-64.516,-105.572
68.515,-58.651,-99.707
68.52,-58.651,-93.842
68.525,-58.651,-87.977
68.53,-58.651,-70.381
68.535,-58.651,-46.921
68.54,-58.651,-41.056
68.545,-58.651,-41.056
68.55,-58.651,-5.865
68.555,-52.786,41.056
68.56,-58.651,82.111
68.565,-58.651,99.707
68.57000000000001,-52.786,105.572
68.575,-58.651,117.302
68.58,-58.651,123.167
68.58500000000001,-58.651,129.032
68.59,-58.651,140.762
68.595,-58.651,164.223
68.60000000000001,-58.651,187.683
68.605,-58.651,205.279
68.61,-58.651,222.874
68.615,-64.516,240.469
68.62,-64.516,252.199
68.625,-64.516,269.795
68.63,-64.516,287.39
68.635,-64.516,299.12
68.64,-64.516,310.85
68.645,-64.516,322.581
68.65,-70.381,328.446
68.655,-70.381,340.176
68.66,-70.381,346.041
68.665,-70.381,357.771
68.67,-70.381,363.636
68.675,-70.381,369.501
68.68,-70.381,369.501
68.685,-76.246,375.366
68.69,-76.246,381.232
68.69500000000001,-76.246,381.232
68.7,-76.246,387.097
68.705,-76.246,387.097
68.71000000000001,-76.246,387.097
68.715,-76.246,387.097
68.72,-76.246,387.097
68.72500000000001,-76.246,381.232
68.73,-76.246,375.366
68.735,-70.381,363.636
68.74,-70.381,357.771
68.745,-70.381,340.176
68.75,-70.381,328.446
68.755,-76.246,310.85
68.76,-76.246,299.12
68.765,-76.246,281.525
68.77,-76.246,258.064
68.775,-82.111,234.604
68.78,-82.111,217.009
68.785,-82.111,187.683
68.79,-87.977,164.223
68.795,-93.842,140.762
68.8,-93.842,111.437
68.805,-99.707,82.111
68.81,-105.572,58.651
68.815,-117.302,29.326
68.82000000000001,-123.167,5.865
68.825,-129.032,-17.595
68.83,-134.897,-46.921
68.83500000000001,-134.897,-70.381
68.84,-134.897,-87.977
68.845,-134.897,-105.572
68.85000000000001,-134.897,-111.437
68.855,-134.897,-117.302
68.86,-129.032,-111.437
68.865,-129.032,-93.842
68.87,-129.032,-52.786
68.875,-123.167,5.865
68.88,-123.167,41.056
68.885,-117.302,23.46
68.89,-105.572,-23.46
68.895,-99.707,-64.516
68.9,-87.977,-111.437
68.905,-87.977,-158.358
68.91,-87.977,-175.953
68.915,-93.842,-158.358
68.92,-99.707,-134.897
68.925,-99.707,-117.302
68.93,-93.842,-111.437
68.935,-87.977,-123.167
68.94,-87.977,-134.897
68.94500000000001,-82.111,-123.167
68.95,-76.246,-111.437
68.955,-70.381,-99.707
68.96000000000001,-70.381,-93.842
68.965,-58.651,-93.842
68.97,-52.786,-87.977
68.97500000000001,-41.056,-87.977
68.98,-23.46,-87.977
68.985,-5.865,-87.977
68.99,11.73,-87.977
68.995,23.46,-87.977
69.0,35.191,-87.977
69.005,41.056,-82.111
69.01,52.786,-82.111
69.015,58.651,-82.111
69.02,70.381,-76.246
69.025,76.246,-70.381
69.03,87.977,-70.381
69.035,93.842,-64.516
69.04,105.572,-64.516
69.045,117.302,-64.516
69.05,129.032,-64.516
69.055,140.762,-64.516
69.06,146.628,-64.516
69.065,158.358,-64.516
69.07000000000001,170.088,-58.651
69.075,175.953,-58.651
69.08,181.818,-58.651
69.08500000000001,187.683,-58.651
69.09,193.548,-52.786
69.095,199.413,-52.786
69.10000000000001,205.279,-52.786
69.105,211.144,-46.921
69.11,217.009,-46.921
69.115,217.009,-46.921
69.12,222.874,-46.921
69.125,228.739,-41.056
69.13,228.739,-41.056
69.135,234.604,-41.056
69.14,228.739,-41.056
69.145,234.604,-41.056
69.15,228.739,-41.056
69.155,228.739,-35.191
69.16,228.739,-41.056
69.165,228.739,-41.056
69.17,228.739,-41.056
69.175,228.739,-35.191
69.18,228.739,-41.056
69.185,228.739,-41.056
69.19,228.739,-41.056
69.19500000000001,228.739,-41.056
69.2,228.739,-41.056
69.205,228.739,-41.056
69.21000000000001,222.874,-41.056
69.215,222.874,-41.056
69.22,222.874,-41.056
69.22500000000001,222.874,-41.056
69.23,217.009,-41.056
69.235,217.009,-46.921
69.24,217.009,-46.921
69.245,211.144,-46.921
69.25,211.144,-46.921
69.255,205.279,-46.921
69.26,199.413,-46.921
69.265,199.413,-52.786
69.27,193.548,-52.786
69.275,181.818,-52.786
69.28,175.953,-52.786
69.285,164.223,-52.786
69.29,158.358,-52.786
69.295,146.628,-52.786
69.3,134.897,-58.651
69.305,123.167,-58.651
69.31,111.437,-58.651
69.315,99.707,-58.651
69.32000000000001,87.977,-58.651
69.325,70.381,-58.651
69.33,58.651,-64.516
69.33500000000001,41.056,-64.516
69.34,29.326,-64.516
69.345,11.73,-64.516
69.35000000000001,-5.865,-64.516
69.355,-29.326,-64.516
69.36,-52.786,-64.516
69.365,-70.381,-64.516
69.37,-87.977,-64.516
69.375,-87.977,-64.516
69.38,-70.381,-64.516
69.385,-35.191,-64.516
69.39,-11.73,-64.516
69.395,-23.46,-64.516
69.4,-52.786,-64.516
69.405,-76.246,-64.516
69.41,-93.842,-64.516
69.415,-105.572,-64.516
69.42,-111.437,-70.381
69.425,-111.437,-70.381
69.43,-111.437,-70.381
69.435,-105.572,-70.381
69.44,-99.707,-76.246
69.44500000000001,-99.707,-76.246
69.45,-105.572,-76.246
69.455,-111.437,-76.246
69.46000000000001,-105.572,-76.246
69.465,-99.707,-82.111
69.47,-93.842,-82.111
69.47500000000001,-87.977,-87.977
69.48,-82.111,-87.977
69.485,-76.246,-93.842
69.49,-70.381,-99.707
69.495,-64.516,-111.437
69.5,-58.651,-117.302
69.505,-58.651,-123.167
69.51,-52.786,-129.032
69.515,-52.786,-140.762
69.52,-46.921,-146.628
69.525,-46.921,-158.358
69.53,-46.921,-164.223
69.535,-46.921,-170.088
69.54,-46.921,-175.953
69.545,-46.921,-181.818
69.55,-46.921,-181.818
69.555,-46.921,-187.683
69.56,-52.786,-187.683
69.565,-52.786,-187.683
69.57000000000001,-46.921,-181.818
69.575,-52.786,-175.953
69.58,-52.786,-175.953
69.58500000000001,-52.786,-170.088
69.59,-52.786,-170.088
69.595,-52.786,-170.088
69.60000000000001,-52.786,-164.223
69.605,-52.786,-152.493
69.61,-52.786,-134.897
69.615,-58.651,-117.302
69.62,-58.651,-111.437
69.625,-58.651,-111.437
69.63,-58.651,-111.437
69.635,-58.651,-99.707
69.64,-58.651,-87.977
69.645,-64.516,-70.381
69.65,-64.516,-52.786
69.655,-64.516,-41.056
69.66,-64.516,-29.326
69.665,-70.381,5.865
69.67,-70.381,52.786
69.675,-70.381,93.842
69.68,-70.381,117.302
69.685,-70.381,123.167
69.69,-70.381,129.032
69.69500000000001,-70.381,140.762
69.7,-70.381,152.493
69.705,-70.381,164.223
69.71000000000001,-70.381,175.953
69.715,-70.381,199.413
69.72,-64.516,222.874
69.72500000000001,-64.516,240.469
69.73,-70.381,258.064
69.735,-70.381,275.66
69.74,-70.381,293.255
69.745,-70.381,304.985
69.75,-70.381,322.581
69.755,-70.381,334.311
69.76,-70.381,351.906
69.765,-76.246,357.771
69.77,-76.246,363.636
69.775,-76.246,375.366
69.78,-82.111,381.232
69.785,-82.111,387.097
69.79,-82.111,392.962
69.795,-87.977,398.827
69.8,-87.977,404.692
69.805,-87.977,404.692
69.81,-87.977,404.692
69.815,-87.977,404.692
69.82000000000001,-93.842,404.692
69.825,-87.977,404.692
69.83,-87.977,404.692
69.83500000000001,-87.977,398.827
69.84,-87.977,392.962
69.845,-87.977,381.232
69.85000000000001,-87.977,363.636
69.855,-87.977,351.906
69.86,-87.977,328.446
69.865,-87.977,310.85
69.87,-93.842,287.39
69.875,-93.842,269.795
69.88,-99.707,252.199
69.885,-99.707,222.874
69.89,-105.572,193.548
69.895,-111.437,164.223
69.9,-117.302,134.897
69.905,-123.167,105.572
69.91,-123.167,76.246
69.915,-129.032,46.921
69.92,-129.032,17.595
69.925,-129.032,-11.73
69.93,-134.897,-46.921
69.935,-129.032,-82.111
69.94,-129.032,-111.437
69.94500000000001,-129.032,-117.302
69.95,-123.167,-99.707
69.955,-117.302,-46.921
69.96000000000001,-111.437,11.73
69.965,-105.572,29.326
69.97,-99.707,-5.865
69.97500000000001,-93.842,-41.056
69.98,-87.977,-93.842
69.985,-82.111,-146.628
69.99,-87.977,-187.683
69.995,-87.977,-187.683
70.0,-87.977,-152.493
70.005,-93.842,-129.032
70.01,-93.842,-123.167
70.015,-87.977,-129.032
70.02,-87.977,-140.762
70.025,-87.977,-146.628
70.03,-87.977,-129.032
70.035,-82.111,-111.437
70.04,-76.246,-111.437
70.045,-76.246,-105.572
70.05,-64.516,-105.572
70.055,-58.651,-105.572
70.06,-52.786,-105.572
70.065,-35.191,-99.707
70.07000000000001,-23.46,-93.842
70.075,-5.865,-93.842
70.08,11.73,-93.842
70.08500000000001,23.46,-87.977
70.09,35.191,-82.111
70.095,41.056,-82.111
70.10000000000001,46.921,-82.111
70.105,52.786,-76.246
70.11,64.516,-70.381
70.115,70.381,-76.246
70.12,82.111,-76.246
70.125,93.842,-82.111
70.13,105.572,-82.111
70.135,117.302,-82.111
70.14,129.032,-76.246
70.145,140.762,-76.246
70.15,146.628,-76.246
70.155,152.493,-76.246
70.16,164.223,-70.381
70.165,170.088,-70.381
70.17,175.953,-64.516
70.175,181.818,-64.516
70.18,187.683,-64.516
70.185,193.548,-58.651
70.19,199.413,-58.651
70.19500000000001,205.279,-58.651
70.2,211.144,-52.786
70.205,217.009,-58.651
70.21000000000001,222.874,-52.786
70.215,222.874,-58.651
70.22,228.739,-58.651
70.22500000000001,228.739,-58.651
70.23,228.739,-52.786
70.235,234.604,-52.786
70.24,240.469,-58.651
70.245,240.469,-58.651
70.25,246.334,-58.651
70.255,252.199,-52.786
70.26,252.199,-52.786
70.265,258.064,-52.786
70.27,258.064,-52.786
70.275,258.064,-52.786
70.28,258.064,-52.786
70.285,258.064,-52.786
70.29,258.064,-52.786
70.295,258.064,-52.786
70.3,258.064,-52.786
70.305,258.064,-52.786
70.31,252.199,-46.921
70.315,246.334,-46.921
70.32000000000001,246.334,-46.921
70.325,240.469,-46.921
70.33,234.604,-46.921
70.33500000000001,228.739,-46.921
70.34,217.009,-46.921
70.345,211.144,-52.786
70.35000000000001,205.279,-52.786
70.355,193.548,-52.786
70.36,181.818,-52.786
70.365,170.088,-52.786
70.37,152.493,-52.786
70.375,134.897,-52.786
70.38,117.302,-52.786
70.385,99.707,-58.651
70.39,82.111,-58.651
70.395,64.516,-58.651
70.4,41.056,-64.516
70.405,29.326,-58.651
70.41,11.73,-64.516
70.415,-11.73,-64.516
70.42,-41.056,-64.516
70.425,-64.516,-64.516
70.43,-87.977,-64.516
70.435,-105.572,-70.381
70.44,-93.842,-70.381
70.44500000000001,-64.516,-70.381
70.45,-52.786,-70.381
70.455,-58.651,-70.381
70.46000000000001,-82.111,-70.381
70.465,-105.572,-76.246
70.47,-117.302,-76.246
70.47500000000001,-129.032,-76.246
70.48,-134.897,-76.246
70.485,-134.897,-82.111
70.49,-123.167,-82.111
70.495,-123.167,-82.111
70.5,-117.302,-82.111
70.505,-117.302,-87.977
70.51,-117.302,-87.977
70.515,-117.302,-93.842
70.52,-111.437,-93.842
70.525,-99.707,-99.707
70.53,-93.842,-105.572
70.535,-93.842,-105.572
70.54,-82.111,-111.437
70.545,-82.111,-117.302
70.55,-76.246,-129.032
70.555,-70.381,-140.762
70.56,-70.381,-146.628
70.565,-64.516,-152.493
70.57000000000001,-64.516,-158.358
70.575,-64.516,-164.223
70.58,-64.516,-170.088
70.58500000000001,-58.651,-175.953
70.59,-58.651,-175.953
70.595,-64.516,-181.818
70.60000000000001,-64.516,-181.818
70.605,-64.516,-187.683
70.61,-64.516,-187.683
70.615,-64.516,-181.818
70.62,-64.516,-181.818
70.625,-64.516,-175.953
70.63,-64.516,-170.088
70.635,-64.516,-170.088
70.64,-64.516,-170.088
70.645,-64.516,-170.088
70.65,-64.516,-164.223
70.655,-64.516,-152.493
70.66,-64.516,-134.897
70.665,-64.516,-117.302
70.67,-64.516,-99.707
70.675,-64.516,-87.977
70.68,-64.516,-82.111
70.685,-64.516,-87.977
70.69,-64.516,-87.977
70.69500000000001,-64.516,-82.111
70.7,-64.516,-64.516
70.705,-64.516,-41.056
70.71000000000001,-70.381,-17.595
70.715,-70.381,0.0
70.72,-70.381,23.46
70.72500000000001,-70.381,64.516
70.73,-70.381,111.437
70.735,-70.381,140.762
70.74,-76.246,146.628
70.745,-76.246,152.493
70.75,-76.246,158.358
70.755,-70.381,164.223
70.76,-70.381,175.953
70.765,-70.381,193.548
70.77,-70.381,211.144
70.775,-70.381,228.739
70.78,-76.246,252.199
70.785,-76.246,269.795
70.79,-76.246,281.525
70.795,-70.381,299.12
70.8,-76.246,316.715
70.805,-70.381,328.446
70.81,-70.381,346.041
70.815,-70.381,357.771
70.82000000000001,-70.381,363.636
70.825,-76.246,369.501
70.83,-76.246,375.366
70.83500000000001,-76.246,387.097
70.84,-76.246,392.962
70.845,-76.246,398.827
70.85000000000001,-76.246,404.692
70.855,-82.111,404.692
70.86,-82.111,404.692
70.865,-82.111,404.692
70.87,-87.977,404.692
70.875,-87.977,410.557
70.88,-87.977,404.692
70.885,-87.977,398.827
70.89,-93.842,392.962
70.895,-93.842,381.232
70.9,-93.842,363.636
70.905,-93.842,351.906
70.91,-93.842,334.311
70.915,-99.707,316.715
70.92,-99.707,299.12
70.925,-99.707,275.66
70.93,-105.572,252.199
70.935,-105.572,234.604
70.94,-105.572,205.279
70.94500000000001,-105.572,181.818
70.95,-111.437,152.493
70.955,-111.437,123.167
70.96000000000001,-111.437,93.842
70.965,-111.437,64.516
70.97,-111.437,35.191
70.97500000000001,-111.437,5.865
70.98,-111.437,-29.326
70.985,-111.437,-58.651
70.99,-111.437,-82.111
70.995,-111.437,-105.572
71.0,-105.572,-123.167
71.005,-105.572,-134.897
71.01,-105.572,-117.302
71.015,-99.707,-70.381
71.02,-99.707,-17.595
71.025,-93.842,17.595
71.03,-87.977,5.865
71.035,-87.977,-23.46
71.04,-93.842,-64.516
71.045,-99.707,-117.302
71.05,-105.572,-158.358
71.055,-111.437,-175.953
71.06,-111.437,-158.358
71.065,-105.572,-134.897
71.07000000000001,-99.707,-117.302
71.075,-93.842,-111.437
71.08,-87.977,-117.302
71.08500000000001,-82.111,-129.032
71.09,-76.246,-134.897
71.095,-76.246,-129.032
71.10000000000001,-64.516,-117.302
71.105,-52.786,-105.572
71.11,-41.056,-105.572
71.115,-17.595,-105.572
71.12,-0.0,-111.437
71.125,11.73,-111.437
71.13,29.326,-105.572
71.135,41.056,-105.572
71.14,52.786,-105.572
71.145,64.516,-99.707
71.15,76.246,-99.707
71.155,87.977,-99.707
71.16,93.842,-93.842
71.165,105.572,-87.977
71.17,123.167,-76.246
71.175,129.032,-76.246
71.18,140.762,-76.246
71.185,152.493,-76.246
71.19,164.223,-76.246
71.19500000000001,175.953,-82.111
71.2,181.818,-82.111
71.205,193.548,-82.111
71.21000000000001,199.413,-76.246
71.215,205.279,-76.246
71.22,211.144,-76.246
71.22500000000001,217.009,-70.381
71.23,222.874,-70.381
71.235,228.739,-70.381
71.24,234.604,-64.516
71.245,240.469,-64.516
71.25,240.469,-58.651
71.255,240.469,-58.651
71.26,240.469,-58.651
71.265,240.469,-58.651
71.27,246.334,-58.651
71.275,246.334,-52.786
71.28,246.334,-58.651
71.285,246.334,-58.651
71.29,246.334,-58.651
71.295,246.334,-58.651
71.3,246.334,-58.651
71.305,246.334,-58.651
71.31,240.469,-58.651
71.315,240.469,-58.651
71.32000000000001,240.469,-58.651
71.325,240.469,-58.651
71.33,234.604,-58.651
71.33500000000001,234.604,-58.651
71.34,234.604,-58.651
71.345,234.604,-58.651
71.35000000000001,228.739,-58.651
71.355,228.739,-58.651
71.36,228.739,-58.651
71.365,222.874,-58.651
71.37,217.009,-58.651
71.375,211.144,-58.651
71.38,211.144,-58.651
71.385,199.413,-58.651
71.39,193.548,-58.651
71.395,187.683,-58.651
71.4,175.953,-58.651
71.405,170.088,-58.651
71.41,158.358,-58.651
71.415,146.628,-58.651
71.42,134.897,-58.651
71.425,123.167,-58.651
71.43,111.437,-58.651
71.435,93.842,-58.651
71.44,82.111,-58.651
71.44500000000001,58.651,-58.651
71.45,41.056,-58.651
71.455,23.46,-58.651
71.46000000000001,-0.0,-58.651
71.465,-23.46,-58.651
71.47,-46.921,-58.651
71.47500000000001,-76.246,-64.516
71.48,-99.707,-64.516
71.485,-105.572,-64.516
71.49,-93.842,-70.381
71.495,-70.381,-64.516
71.5,-64.516,-70.381
71.505,-70.381,-70.381
71.51,-87.977,-70.381
71.515,-105.572,-70.381
71.52,-117.302,-70.381
71.525,-129.032,-70.381
71.53,-129.032,-76.246
71.535,-123.167,-76.246
71.54,-123.167,-82.111
71.545,-117.302,-82.111
71.55,-117.302,-82.111
71.555,-117.302,-82.111
71.56,-111.437,-82.111
71.565,-105.572,-87.977
71.57000000000001,-99.707,-93.842
71.575,-93.842,-93.842
71.58,-87.977,-99.707
71.58500000000001,-82.111,-99.707
71.59,-82.111,-111.437
71.595,-76.246,-117.302
71.60000000000001,-70.381,-123.167
71.605,-70.381,-129.032
71.61,-64.516,-140.762
71.615,-64.516,-140.762
71.62,-64.516,-152.493
71.625,-58.651,-158.358
71.63,-58.651,-164.223
71.635,-58.651,-170.088
71.64,-58.651,-170.088
71.645,-58.651,-175.953
71.65,-58.651,-181.818
71.655,-58.651,-175.953
71.66,-58.651,-175.953
71.665,-58.651,-175.953
71.67,-58.651,-175.953
71.675,-58.651,-170.088
71.68,-58.651,-170.088
71.685,-64.516,-170.088
71.69,-64.516,-170.088
71.69500000000001,-64.516,-164.223
71.7,-64.516,-158.358
71.705,-64.516,-140.762
71.71000000000001,-64.516,-123.167
71.715,-64.516,-105.572
71.72,-64.516,-93.842
71.72500000000001,-70.381,-87.977
71.73,-70.381,-93.842
71.735,-70.381,-87.977
71.74,-70.381,-82.111
71.745,-70.381,-70.381
71.75,-70.381,-46.921
71.755,-70.381,-29.326
71.76,-70.381,-11.73
71.765,-70.381,17.595
71.77,-76.246,64.516
71.775,-76.246,105.572
71.78,-76.246,129.032
71.785,-76.246,134.897
71.79,-76.246,140.762
71.795,-76.246,152.493
71.8,-76.246,158.358
71.805,-76.246,170.088
71.81,-76.246,187.683
71.815,-76.246,205.279
71.82000000000001,-76.246,222.874
71.825,-76.246,246.334
71.83,-76.246,263.93
71.83500000000001,-70.381,275.66
71.84,-76.246,293.255
71.845,-70.381,310.85
71.85000000000001,-70.381,322.581
71.855,-76.246,340.176
71.86,-76.246,351.906
71.865,-70.381,363.636
71.87,-70.381,369.501
71.875,-76.246,375.366
71.88,-76.246,387.097
71.885,-76.246,392.962
71.89,-76.246,398.827
71.895,-76.246,404.692
71.9,-76.246,404.692
71.905,-76.246,404.692
71.91,-82.111,404.692
71.915,-82.111,404.692
71.92,-82.111,404.692
71.925,-82.111,404.692
71.93,-87.977,404.692
71.935,-87.977,404.692
71.94,-93.842,392.962
71.94500000000001,-93.842,381.232
71.95,-99.707,363.636
71.955,-105.572,346.041
71.96000000000001,-105.572,322.581
71.965,-111.437,304.985
71.97,-111.437,281.525
71.97500000000001,-117.302,258.064
71.98,-117.302,234.604
71.985,-123.167,211.144
71.99,-123.167,181.818
71.995,-129.032,152.493
72.0,-129.032,123.167
72.005,-129.032,93.842
72.01,-129.032,58.651
72.015,-129.032,29.326
72.02,-129.032,-5.865
72.025,-129.032,-41.056
72.03,-129.032,-76.246
72.035,-129.032,-105.572
72.04,-123.167,-123.167
72.045,-117.302,-123.167
72.05,-111.437,-87.977
72.055,-99.707,-29.326
72.06,-99.707,5.865
72.065,-105.572,0.0
72.07000000000001,-111.437,-41.056
72.075,-117.302,-76.246
72.08,-117.302,-117.302
72.08500000000001,-111.437,-152.493
72.09,-111.437,-170.088
72.095,-105.572,-158.358
72.10000000000001,-105.572,-129.032
72.105,-99.707,-111.437
72.11,-93.842,-99.707
72.115,-87.977,-105.572
72.12,-82.111,-111.437
72.125,-70.381,-117.302
72.13,-58.651,-117.302
72.135,-41.056,-117.302
72.14,-29.326,-117.302
72.145,-11.73,-111.437
72.15,5.865,-111.437
72.155,29.326,-111.437
72.16,46.921,-117.302
72.165,64.516,-117.302
72.17,76.246,-111.437
72.175,82.111,-111.437
72.18,87.977,-105.572
72.185,99.707,-99.707
72.19,105.572,-99.707
72.19500000000001,117.302,-93.842
72.2,129.032,-93.842
72.205,140.762,-93.842
72.21000000000001,152.493,-93.842
72.215,164.223,-93.842
72.22,175.953,-93.842
72.22500000000001,187.683,-93.842
72.23,199.413,-93.842
72.235,205.279,-93.842
72.24,217.009,-93.842
72.245,222.874,-87.977
72.25,228.739,-87.977
72.255,234.604,-87.977
72.26,240.469,-82.111
72.265,246.334,-82.111
72.27,252.199,-82.111
72.275,263.93,-76.246
72.28,263.93,-70.381
72.285,263.93,-70.381
72.29,269.795,-64.516
72.295,269.795,-64.516
72.3,269.795,-64.516
72.305,275.66,-64.516
72.31,275.66,-64.516
72.315,275.66,-64.516
72.32000000000001,281.525,-64.516
72.325,281.525,-64.516
72.33,281.525,-64.516
72.33500000000001,281.525,-70.381
72.34,281.525,-70.381
72.345,275.66,-64.516
72.35000000000001,275.66,-64.516
