PCI,phi_ABS_deg,phi_CV_percent,P_phi_ABS,mean_phase_deg,std_phase_deg,num_strides_used_pci,StrideTime_CV_L_percent,StrideTime_CV_R_percent,mean_stride_time_L_sec,std_stride_time_L_sec,mean_stride_time_R_sec,std_stride_time_R_sec
25.742296385641183,28.295560334939374,10.022540644008195,15.719755741632985,153.5996889516137,15.394591254245649,37,12.791853927446606,6.4761924889380404,1.094868421052632,0.14005396911879375,1.086219512195122,0.07034566646215991
